"U_year","sex","agegp","L_age","U_age","pop","U_yearBorn","initialPop","cumDeaths","remainingPop","PercentLiving"
2009,"2","55-59",55,59,331712.68,1954,336200,23780,312420,92.9268292682927
2009,"2","60-64",60,64,323810.8,1949,348360,32864,315496,90.5660810655644
2009,"2","65-69",65,69,254166.28,1944,289040,50417,238623,82.5570855244949
2009,"2","70-74",70,74,224554.76,1939,277600,64847,212753,76.6401296829971
2009,"2","75-79",75,79,195497.48,1934,288612,90847,197765,68.5227918451069
2009,"2","80+",80,84,317918.72,1929,317400,140361,177039,55.7778827977316
2014,"1","00-04",0,4,366567.64,2014,366568,0,366568,100
2014,"1","05-09",5,9,343029.36,2009,337640,1909,335731,99.4346049046322
2014,"1","10-14",10,14,325002,2004,312712,2290,310422,99.2676967944946
2014,"1","15-19",15,19,354380.28,1999,330844,2484,328360,99.2491929731233
2014,"1","20-24",20,24,388086,1994,348272,3444,344828,99.0111177470483
2014,"1","25-29",25,29,388846.44,1989,335084,5226,329858,98.4403910661207
2014,"1","30-34",30,34,381824,1984,316864,7913,308951,97.502714098162
2014,"1","35-39",35,39,359824.76,1979,310128,10075,300053,96.7513413816231
2014,"1","40-44",40,44,393611.36,1974,380828,13649,367179,96.4159673133278
2014,"1","45-49",45,49,407903.96,1969,419656,21647,398009,94.8417275101512
2014,"1","50-54",50,54,379269.2,1964,398748,30405,368343,92.374883384995
2014,"1","55-59",55,59,327997.96,1959,348840,38394,310446,88.9938080495356
2014,"1","60-64",60,64,311558.64,1954,352920,46274,306646,86.888246628131
2014,"1","65-69",65,69,295432.96,1949,366160,64883,301277,82.2801507537689
2014,"1","70-74",70,74,215869.04,1944,301680,96693,204987,67.9484884645982
2014,"1","75-79",75,79,169875,1939,288268,123709,164559,57.0854205114685
2014,"1","80+",80,84,206104.4,1934,296504,168711,127793,43.0999244529585
2014,"2","00-04",0,4,349134.24,2014,349134,0,349134,100
2014,"2","05-09",5,9,327034.16,2009,321959,1448,320511,99.5502532931212
2014,"2","10-14",10,14,309808.96,2004,297907,1826,296081,99.3870570345779
2014,"2","15-19",15,19,336386.6,1999,314556,1931,312625,99.3861188468826
2014,"2","20-24",20,24,375863.76,1994,333020,2482,330538,99.2546994174524
2014,"2","25-29",25,29,388202.16,1989,319936,3372,316564,98.9460392078416
2014,"2","30-34",30,34,384258.48,1984,301420,4789,296631,98.4111870479729
2014,"2","35-39",35,39,361835.8,1979,293792,5988,287804,97.9618233307919
2014,"2","40-44",40,44,401208.8,1974,360904,7994,352910,97.7850065391351
2014,"2","45-49",45,49,417699.04,1969,403436,12742,390694,96.8416303949077
2014,"2","50-54",50,54,386628.6,1964,379300,18658,360642,95.0809385710519
2014,"2","55-59",55,59,335672,1959,331200,24529,306671,92.5939009661836
2014,"2","60-64",60,64,324284.36,1954,336200,30369,305831,90.9669839381321
2014,"2","65-69",65,69,312052.48,1949,348360,42885,305475,87.6894591801585
2014,"2","70-74",70,74,238395.24,1944,289040,65206,223834,77.440492665375
2014,"2","75-79",75,79,201199.68,1939,277600,84032,193568,69.7291066282421
2014,"2","80+",80,84,334393.4,1934,288612,119015,169597,58.762975898438
2019,"1","00-04",0,4,369265.6,2019,369266,0,369266,100
2019,"1","05-09",5,9,369870.4,2014,366568,1687,364881,99.539785251304
2019,"1","10-14",10,14,331615.8,2009,337640,2049,335591,99.3931406231489
2019,"1","15-19",15,19,345199.6,2004,312712,2464,310248,99.2120545421986
2019,"1","20-24",20,24,386754.4,1999,330844,2992,327852,99.0956462864673
2019,"1","25-29",25,29,405378.8,1994,348272,4398,343874,98.7371939173979
2019,"1","30-34",30,34,393246.2,1989,335084,6461,328623,98.0718267658259
2019,"1","35-39",35,39,372188.4,1984,316864,9525,307339,96.9939784891941
2019,"1","40-44",40,44,369059.4,1979,310128,12264,297864,96.0455037919827
2019,"1","45-49",45,49,404766.6,1974,380828,16764,364064,95.5980127511633
2019,"1","50-54",50,54,403982.8,1969,419656,26788,392868,93.6166765160036
2019,"1","55-59",55,59,353891.2,1964,398748,38063,360685,90.4543721849389
2019,"1","60-64",60,64,305320.8,1959,348840,48956,299884,85.9660589381952
2019,"1","65-69",65,69,313428.8,1954,352920,60616,292304,82.8244361328346
2019,"1","70-74",70,74,242439,1949,366160,86351,279809,76.4171400480664
2019,"1","75-79",75,79,176356.4,1944,301680,126826,174854,57.9600901617608
2019,"1","80+",80,84,224227.4,1939,288268,159494,128774,44.6716250156105
2019,"2","00-04",0,4,351195.8,2019,351196,0,351196,100
2019,"2","05-09",5,9,352343.4,2014,349134,1346,347788,99.6144746716161
2019,"2","10-14",10,14,315858.8,2009,321959,1568,320391,99.5129814665843
2019,"2","15-19",15,19,327179.2,2004,297907,1946,295961,99.3467760072774
2019,"2","20-24",20,24,367453.6,1999,314556,2193,312363,99.3028268416435
2019,"2","25-29",25,29,397116.8,1994,333020,2861,330159,99.1408924388926
2019,"2","30-34",30,34,393238,1989,319936,3930,316006,98.7716293258652
2019,"2","35-39",35,39,374256.2,1984,301420,5663,295757,98.1212261960056
2019,"2","40-44",40,44,374195,1979,293792,7283,286509,97.5210352902734
2019,"2","45-49",45,49,414503.2,1974,360904,9894,351010,97.258550750338
2019,"2","50-54",50,54,414906.8,1969,403436,16083,387353,96.0134940858029
2019,"2","55-59",55,59,362129.6,1964,379300,23824,355476,93.7189559715265
2019,"2","60-64",60,64,317831.4,1959,331200,31730,299470,90.4196859903382
2019,"2","65-69",65,69,332471.2,1954,336200,40208,295992,88.0404521118382
2019,"2","70-74",70,74,264857,1949,348360,57740,290620,83.4251923297738
2019,"2","75-79",75,79,206080.8,1944,289040,87255,201785,69.8121367284805
2019,"2","80+",80,84,343635,1939,277600,112865,164735,59.3425792507205
